Invoice Number,Date,Time,Internal Item ID Number,Unique ID,Item Name,Packaging Type,Price Per Toy,Units Sold,Total Line Revenue,COGS,Payment,Cashier ID,Profit,Member?,Coupon?,Purchaser Age,Parking Validation?,Segment
666418,06-12-11,2:03:36 PM,L330/GN,23643,Sauvignon Blanc,Large Crate,1304.68,1,1304.68,19.11,Cash,Z.T.|880-7477,1285.57,No,No,36,Yes,Rose / Sparkling Wine
666436,06-12-11,8:37:48 PM,D254/FE,23735,Chardonnay,Loose Wrap,207.86,1,207.86,5.17,Visa,N.W.|880-6237,202.69,Yes,No,31,No,Rose / Sparkling Wine
666474,06-12-11,1:45:00 PM,D250/AT,24160,Reisling,Standard Size Crate,5.46,1,5.46,5.17,Gift Card,D.W.|880-7199,0.29,No,No,37,No,Rose / Sparkling Wine
666486,06-12-11,11:10:12 AM,D255/FE,24620,Sauvignon Blanc,Large Crate,610.81,2,1221.62,10.34,Mastercard,B.X.|880-9149,1211.28,No,No,44,No,Rose / Sparkling Wine
666486,06-12-11,11:10:12 AM,D254/FE,25180,Pinot Gris,Extra Large Crate,43046.2,1,43046.2,5.17,Mastercard,B.X.|880-9149,43041.03,No,No,44,No,Rose / Sparkling Wine
666514,07-12-11,8:36:00 PM,D250/AT,25401,Sauvignon Blanc,Standard Size Crate,100.32,1,100.32,5.17,Mastercard,D.Z.|880-1179,95.15,No,No,31,No,Rose / Sparkling Wine
666514,07-12-11,8:36:00 PM,L256/PE,25403,Reisling,Large Crate,3670.9,1,3670.9,4.48,Mastercard,D.Z.|880-1179,3666.42,No,No,31,No,Rose / Sparkling Wine
666514,07-12-11,8:36:00 PM,D254/FE,52,Sauvignon Blanc,Full Container,2924.85,1,2924.85,5.17,Mastercard,D.Z.|880-1179,2919.68,No,No,31,No,Rose / Sparkling Wine
666559,07-12-11,4:42:00 PM,D255/FE,1283,Reisling,Large Crate,3247.54,2,6495.08,10.34,Visa,N.C.|880-3850,6484.74,No,Yes,31,No,Rose / Sparkling Wine
666599,07-12-11,11:42:36 AM,D255/FE,1414,Reisling,Large Crate,80.58,2,161.16,10.34,Discover,H.B.|880-3254,150.82,No,No,25,Yes,Rose / Sparkling Wine
666599,07-12-11,11:42:36 AM,D250/AT,2602,Reisling,Large Crate,8155.51,4,32622.04,20.68,Discover,H.B.|880-3254,32601.36,No,No,25,Yes,Rose / Sparkling Wine
666623,07-12-11,4:54:04 PM,L195/AE,3250,Pinot Gris,Extra Large Crate,6258.27,4,25033.08,12.36,Visa,B.B.|880-9330,25020.72,No,No,45,No,Rose / Sparkling Wine
666623,07-12-11,4:54:04 PM,L256/PE,3640,Chardonnay,Large Crate,2744.4,1,2744.4,4.48,Visa,B.B.|880-9330,2739.92,No,No,45,No,Rose / Sparkling Wine
666628,08-12-11,4:04:48 PM,L256/PE,4502,Pinot Gris,Standard Size Crate,565.16,4,2260.64,17.92,Visa,S.Y.|880-3139,2242.72,No,No,35,No,Rose / Sparkling Wine
666647,08-12-11,3:10:55 PM,D255/FE,4556,Chardonnay,Standard Size Crate,4025.6,1,4025.6,5.17,Mastercard,S.Y.|880-3139,4020.43,No,No,32,No,Rose / Sparkling Wine
666657,09-12-11,12:22:48 PM,D254/FE,4722,Reisling,Large Crate,2222.71,1,2222.71,5.17,Discover,N.W.|880-6237,2217.54,No,No,50,No,Rose / Sparkling Wine
666662,09-12-11,1:11:53 PM,D255/FE,5004,Chardonnay,Large Crate,670.39,3,2011.17,15.51,Cash,D.U.|880-2953,1995.66,No,No,25,No,Rose / Sparkling Wine
666678,09-12-11,1:08:24 PM,L256/PE,6215,Reisling,Extra Large Crate,8717.75,1,8717.75,4.48,Visa,S.V.|880-5987,8713.27,No,No,38,No,Rose / Sparkling Wine
666721,09-12-11,4:41:46 PM,D250/AT,8250,Reisling,Large Crate,2396.88,2,4793.76,10.34,Mastercard,W.C.|880-4861,4783.42,No,No,28,Yes,Rose / Sparkling Wine
666727,09-12-11,10:51:00 AM,L256/PE,18070,Reisling,Large Crate,2457.3,1,2457.3,4.48,Mastercard,H.B.|880-3254,2452.82,No,Yes,43,No,Rose / Sparkling Wine
666749,10-12-11,2:46:48 PM,D255/FE,18080,Pinot Gris,Standard Size Crate,1650.19,1,1650.19,5.17,Discover,A.U.|880-2167,1645.02,No,No,50,No,Rose / Sparkling Wine
666798,10-12-11,7:34:12 PM,L197/FS,18204,Pinot Gris,Standard Size Crate,105.85,4,423.4,10.08,Visa,W.C.|880-4861,413.32,No,No,24,No,Rose / Sparkling Wine
666814,10-12-11,6:25:48 PM,D199/SR,18241,Reisling,Large Crate,3356.48,4,13425.92,20.68,Gift Card,W.B.|880-9647,13405.24,No,Yes,46,Yes,Rose / Sparkling Wine
666844,10-12-11,12:04:08 PM,D254/FE,18360,Pinot Gris,Small Crate,9666.72,1,9666.72,5.17,Visa,V.W.|880-8599,9661.55,No,No,30,No,Rose / Sparkling Wine
666888,10-12-11,6:46:48 PM,D254/FE,18364,Sauvignon Blanc,Large Crate,3187.25,1,3187.25,5.17,Cash,B.Y.|880-6845,3182.08,No,No,43,No,Rose / Sparkling Wine
666918,11-12-11,3:00:00 PM,L195/AE,18441,Chardonnay,Standard Size Crate,821.79,5,4108.95,15.45,Visa,B.X.|880-9149,4093.5,No,No,50,No,Rose / Sparkling Wine
666948,11-12-11,10:49:12 AM,L195/AE,18577,Chardonnay,Large Crate,5634.35,2,11268.7,6.18,Visa,Z.T.|880-7477,11262.52,No,Yes,32,No,Rose / Sparkling Wine
666976,11-12-11,1:13:12 PM,D255/FE,19144,Pinot Gris,Large Crate,3696.09,1,3696.09,5.17,Visa,N.C.|880-3850,3690.92,No,Yes,47,No,Rose / Sparkling Wine
667021,12-12-11,11:02:24 AM,L217/SN,19212,Sauvignon Blanc,Large Crate,8323.56,4,33294.24,64.88,Cash,B.X.|880-9149,33229.36,No,No,32,Yes,Rose / Sparkling Wine
667056,13-12-11,4:13:12 PM,D254/FE,19309,Reisling,Large Crate,119.25,1,119.25,5.17,Visa,Z.T.|880-7477,114.08,No,No,36,No,Rose / Sparkling Wine
667092,13-12-11,10:48:00 AM,L194/FY,19618,Sauvignon Blanc,Large Crate,206.82,1,206.82,8.37,Gift Card,V.W.|880-8599,198.45,Yes,Yes,43,No,Rose / Sparkling Wine
667113,13-12-11,2:23:24 PM,D254/FE,19669,Reisling,Large Crate,3144.56,2,6289.12,10.34,Visa,L.C.|880-6872,6278.78,No,No,67,No,Rose / Sparkling Wine
667122,13-12-11,4:53:38 PM,L256/PE,19710,Reisling,Extra Large Crate,5773.55,1,5773.55,4.48,Mastercard,Y.P.|880-6894,5769.07,No,No,41,No,Rose / Sparkling Wine
667149,14-12-11,2:16:41 PM,D254/FE,19966,Reisling,Standard Size Crate,19.96,1,19.96,5.17,Discover,B.X.|880-9149,14.79,No,No,41,No,Rose / Sparkling Wine
667195,14-12-11,3:52:12 PM,D254/FE,20076,Pinot Gris,Full Container,213.02,2,426.04,10.34,Visa,S.V.|880-5987,415.7,Yes,No,29,No,Rose / Sparkling Wine
667195,14-12-11,3:52:12 PM,L256/PE,20212,Chardonnay,Standard Size Crate,494.49,2,988.98,8.96,Visa,S.V.|880-5987,980.02,Yes,No,29,No,Rose / Sparkling Wine
667235,14-12-11,3:00:00 PM,D250/AT,20254,Chardonnay,Large Crate,30.67,2,61.34,10.34,Visa,B.Y.|880-6845,51,Yes,No,35,No,Rose / Sparkling Wine
667284,14-12-11,12:23:24 PM,D255/FE,20288,Sauvignon Blanc,Large Crate,197.72,1,197.72,5.17,Cash,L.W.|880-4986,192.55,No,No,33,No,Rose / Sparkling Wine
667284,14-12-11,12:23:24 PM,D255/FE,20425,Chardonnay,Large Crate,654.34,5,3271.7,25.85,Cash,L.W.|880-4986,3245.85,No,No,33,No,Rose / Sparkling Wine
667323,14-12-11,1:06:00 PM,D255/FE,20491,Sauvignon Blanc,Large Crate,550.02,1,550.02,5.17,Cash,V.W.|880-8599,544.85,No,No,30,Yes,Rose / Sparkling Wine
667323,14-12-11,1:06:00 PM,D255/FE,20522,Pinot Gris,Large Crate,1855.97,2,3711.94,10.34,Cash,V.W.|880-8599,3701.6,No,No,30,Yes,Rose / Sparkling Wine
667372,15-12-11,2:01:26 PM,D250/AT,20602,Reisling,Large Crate,43.08,2,86.16,10.34,Visa,W.B.|880-9647,75.82,No,No,42,No,Rose / Sparkling Wine
667387,15-12-11,6:57:36 PM,D250/AT,21039,Reisling,Large Crate,133.32,1,133.32,5.17,Discover,Z.T.|880-7477,128.15,Yes,No,29,No,Rose / Sparkling Wine
667425,16-12-11,10:55:12 AM,D250/AT,21136,Pinot Gris,Large Crate,149.8,1,149.8,5.17,Cash,W.C.|880-4861,144.63,No,No,40,No,Rose / Sparkling Wine
667462,16-12-11,4:09:00 PM,D254/FE,21371,Chardonnay,Large Crate,1135.17,1,1135.17,5.17,Gift Card,V.W.|880-4523,1130,No,No,31,No,Rose / Sparkling Wine
667462,16-12-11,4:09:00 PM,D250/AT,21591,Pinot Gris,Large Crate,804.04,1,804.04,5.17,Gift Card,V.W.|880-4523,798.87,No,No,31,No,Rose / Sparkling Wine
667483,16-12-11,6:38:24 PM,D254/FE,21623,Reisling,Large Crate,79.47,2,158.94,10.34,Mastercard,S.Y.|880-3139,148.6,No,No,36,Yes,Rose / Sparkling Wine
667502,16-12-11,10:45:00 AM,D255/FE,21861,Reisling,Large Crate,334.29,1,334.29,5.17,Mastercard,H.B.|880-3254,329.12,No,No,30,No,Rose / Sparkling Wine
667541,17-12-11,12:57:47 PM,D254/FE,21917,Reisling,Large Crate,1320.05,3,3960.15,15.51,Visa,B.Y.|880-6845,3944.64,No,No,57,No,Rose / Sparkling Wine
667545,17-12-11,4:41:10 PM,D255/FE,22017,Pinot Gris,Large Crate,787.91,1,787.91,5.17,Cash,N.W.|880-6237,782.74,No,No,19,No,Rose / Sparkling Wine
667580,17-12-11,3:53:24 PM,L195/AE,22310,Chardonnay,Large Crate,4178.92,1,4178.92,3.09,Discover,W.C.|880-4861,4175.83,No,No,31,No,Rose / Sparkling Wine
667628,17-12-11,4:18:40 PM,L195/AE,22532,Reisling,Loose Wrap,11039.74,1,11039.74,3.09,Cash,N.C.|880-3850,11036.65,No,No,31,No,Rose / Sparkling Wine
667629,17-12-11,4:30:00 PM,D255/FE,22950,Sauvignon Blanc,Extra Large Crate,148.45,1,148.45,5.17,Visa,Y.P.|880-6894,143.28,No,No,17,No,Rose / Sparkling Wine
667629,17-12-11,4:30:00 PM,L195/AE,23053,Pinot Gris,Large Crate,952.26,2,1904.52,6.18,Visa,Y.P.|880-6894,1898.34,No,No,17,No,Rose / Sparkling Wine
667654,18-12-11,11:51:36 AM,L256/PE,23138,Pinot Gris,Full Container,491.89,2,983.78,8.96,Mastercard,L.C.|880-6872,974.82,No,No,51,No,Rose / Sparkling Wine
667661,18-12-11,1:43:48 PM,D255/FE,23236,Reisling,Large Crate,282.49,1,282.49,5.17,Mastercard,B.X.|880-9149,277.32,Yes,No,38,No,Rose / Sparkling Wine
667700,18-12-11,2:15:36 PM,L197/FS,23278,Pinot Gris,Standard Size Crate,40.37,1,40.37,2.52,Visa,U.W.|880-9683,37.85,No,No,27,No,Rose / Sparkling Wine
667706,18-12-11,10:39:29 AM,L256/PE,23289,Sauvignon Blanc,Large Crate,440.87,1,440.87,4.48,Cash,P.N.|880-3021,436.39,No,No,32,Yes,Rose / Sparkling Wine
667706,18-12-11,10:39:29 AM,L210/CS,23444,Pinot Gris,Extra Large Crate,2421.02,2,4842.04,9.26,Cash,P.N.|880-3021,4832.78,No,No,32,Yes,Rose / Sparkling Wine
667727,19-12-11,1:39:50 PM,D250/AT,23489,Pinot Gris,Loose Wrap,1669.48,4,6677.92,20.68,Mastercard,B.Y.|880-6845,6657.24,Yes,No,27,No,Rose / Sparkling Wine
667750,19-12-11,3:38:24 PM,L256/PE,23612,Pinot Gris,Standard Size Crate,475.72,5,2378.6,22.4,Gift Card,D.Z.|880-1179,2356.2,No,No,43,No,Rose / Sparkling Wine
667750,19-12-11,3:38:24 PM,L256/PE,23791,Pinot Gris,Large Crate,305.15,1,305.15,4.48,Gift Card,D.Z.|880-1179,300.67,No,No,43,No,Rose / Sparkling Wine
667750,19-12-11,3:38:24 PM,L195/AE,23907,Pinot Gris,Extra Large Crate,3197.22,2,6394.44,6.18,Gift Card,D.Z.|880-1179,6388.26,No,No,43,No,Rose / Sparkling Wine
667798,19-12-11,10:10:48 AM,D250/AT,24007,Pinot Gris,Standard Size Crate,469.69,4,1878.76,20.68,Mastercard,N.C.|880-3850,1858.08,No,No,31,No,Rose / Sparkling Wine
667798,19-12-11,10:10:48 AM,L256/PE,24029,Reisling,Small Crate,1270.75,1,1270.75,4.48,Mastercard,N.C.|880-3850,1266.27,No,No,31,No,Rose / Sparkling Wine
667828,19-12-11,2:16:05 PM,L212/SD,24092,Pinot Gris,Large Crate,1701.4,2,3402.8,4.46,Check,H.B.|880-3254,3398.34,No,No,38,No,Rose / Sparkling Wine
667828,19-12-11,2:16:05 PM,D255/FE,24146,Reisling,Loose Wrap,6482.1,2,12964.2,10.34,Check,H.B.|880-3254,12953.86,No,No,38,No,Rose / Sparkling Wine
667840,21-12-11,1:28:41 PM,D254/FE,24324,Reisling,Standard Size Crate,51.83,3,155.49,15.51,Visa,S.V.|880-5987,139.98,No,No,73,No,Rose / Sparkling Wine
667840,21-12-11,1:28:41 PM,D250/AT,25085,Pinot Gris,Extra Large Crate,714.29,1,714.29,5.17,Visa,S.V.|880-5987,709.12,No,No,73,No,Rose / Sparkling Wine
667857,21-12-11,3:18:29 PM,D254/FE,25151,Reisling,Loose Wrap,15.56,1,15.56,5.17,Visa,Z.T.|880-7477,10.39,No,No,44,No,Rose / Sparkling Wine
667861,21-12-11,1:17:02 PM,D250/AT,25277,Pinot Gris,Extra Large Crate,763.2,1,763.2,5.17,Mastercard,D.U.|880-2953,758.03,No,No,6,No,Rose / Sparkling Wine
667871,21-12-11,3:08:24 PM,L252/LR,25284,Pinot Gris,Large Crate,1195.32,2,2390.64,32.44,Check,L.C.|880-6872,2358.2,Yes,No,33,No,Rose / Sparkling Wine
667895,21-12-11,3:59:28 PM,L256/PE,25627,Sauvignon Blanc,Standard Size Crate,354.46,2,708.92,8.96,Cash,D.U.|880-2953,699.96,No,No,29,No,Rose / Sparkling Wine
667932,21-12-11,2:26:24 PM,D254/FE,25638,Reisling,Standard Size Crate,97.45,1,97.45,5.17,Discover,W.C.|880-4861,92.28,No,No,35,No,Rose / Sparkling Wine
667932,21-12-11,2:26:24 PM,D254/FE,25837,Pinot Gris,Standard Size Crate,45.03,4,180.12,20.68,Discover,W.C.|880-4861,159.44,No,No,35,No,Rose / Sparkling Wine
667953,21-12-11,12:27:36 PM,D250/AT,25894,Chardonnay,Large Crate,2800.33,1,2800.33,5.17,Discover,A.U.|880-2167,2795.16,No,No,50,No,Rose / Sparkling Wine
667993,22-12-11,10:07:12 AM,L195/AE,26111,Pinot Gris,Large Crate,419.98,2,839.96,6.18,Cash,Y.P.|880-6894,833.78,No,No,39,No,Rose / Sparkling Wine
667995,22-12-11,12:19:48 PM,D250/AT,26241,Chardonnay,Standard Size Crate,193.51,2,387.02,10.34,Gift Card,U.O.|880-3720,376.68,No,No,43,No,Rose / Sparkling Wine
668018,22-12-11,3:47:24 PM,D250/AT,18193,Pinot Gris,Large Crate,30.28,1,30.28,5.17,Visa,V.W.|880-4523,25.11,No,No,68,No,Rose / Sparkling Wine
668018,22-12-11,3:47:24 PM,L195/AE,19545,Chardonnay,Large Crate,134.38,2,268.76,6.18,Visa,V.W.|880-4523,262.58,No,No,68,No,Rose / Sparkling Wine
668052,22-12-11,3:36:36 PM,D255/FE,20005,Pinot Gris,Mini Crate,4967.9,1,4967.9,5.17,Discover,Z.Q.|880-4240,4962.73,Yes,No,21,No,Rose / Sparkling Wine
668052,22-12-11,3:36:36 PM,L195/AE,20234,Pinot Gris,Large Crate,165.04,1,165.04,3.09,Discover,Z.Q.|880-4240,161.95,Yes,No,21,No,Rose / Sparkling Wine
668095,23-12-11,12:54:00 PM,L256/PE,20415,Pinot Gris,Standard Size Crate,17.4,2,34.8,8.96,Cash,D.Z.|880-1179,25.84,No,No,32,No,Rose / Sparkling Wine
668095,23-12-11,12:54:00 PM,D254/FE,20540,Reisling,Large Crate,39.81,2,79.62,10.34,Cash,D.Z.|880-1179,69.28,No,No,32,No,Rose / Sparkling Wine
668130,23-12-11,1:53:24 PM,D255/FE,20754,Pinot Gris,Extra Large Crate,3084.04,2,6168.08,10.34,Mastercard,U.O.|880-3720,6157.74,No,No,39,No,Rose / Sparkling Wine
668145,23-12-11,1:56:24 PM,L210/CS,21200,Pinot Gris,Large Crate,732.4,4,2929.6,18.52,Check,B.B.|880-9330,2911.08,No,No,41,No,Rose / Sparkling Wine
668156,23-12-11,7:21:36 PM,D254/FE,23080,Sauvignon Blanc,Large Crate,424.67,3,1274.01,15.51,Mastercard,U.O.|880-3720,1258.5,No,No,45,No,Rose / Sparkling Wine
668184,23-12-11,8:19:12 AM,L217/SN,23204,Sauvignon Blanc,Mini Crate,5976.09,1,5976.09,16.22,Visa,A.U.|880-2167,5959.87,No,No,36,No,Rose / Sparkling Wine
668207,24-12-11,11:00:36 AM,L256/PE,23485,Chardonnay,Large Crate,689.14,2,1378.28,8.96,Discover,P.N.|880-3021,1369.32,No,No,30,No,Rose / Sparkling Wine
668216,24-12-11,3:58:12 PM,L196/AR,24072,Sauvignon Blanc,Standard Size Crate,393.63,1,393.63,4.45,Visa,P.N.|880-3021,389.18,No,No,34,No,Rose / Sparkling Wine
668232,24-12-11,2:10:48 PM,D250/AT,24774,Sauvignon Blanc,Large Crate,299.97,1,299.97,5.17,Mastercard,L.W.|880-4986,294.8,No,No,31,No,Rose / Sparkling Wine
668232,24-12-11,2:10:48 PM,D254/FE,25328,Pinot Gris,Large Crate,23.98,1,23.98,5.17,Mastercard,L.W.|880-4986,18.81,No,No,31,No,Rose / Sparkling Wine
668232,24-12-11,2:10:48 PM,D254/FE,25459,Pinot Gris,Loose Wrap,189.82,1,189.82,5.17,Mastercard,L.W.|880-4986,184.65,No,No,31,No,Rose / Sparkling Wine
668261,25-12-11,2:12:32 PM,D255/FE,26335,Chardonnay,Large Crate,1761.78,2,3523.56,10.34,Cash,B.X.|880-9149,3513.22,No,No,34,No,Rose / Sparkling Wine
668261,25-12-11,2:12:32 PM,D254/FE,4561,Chardonnay,Large Crate,227.33,1,227.33,5.17,Cash,B.X.|880-9149,222.16,No,No,34,No,Rose / Sparkling Wine
668293,25-12-11,2:41:24 PM,D199/SR,4784,Sauvignon Blanc,Large Crate,208.12,2,416.24,10.34,Visa,Z.T.|880-7477,405.9,No,No,44,No,Rose / Sparkling Wine
668305,25-12-11,11:47:13 AM,L212/SD,5257,Chardonnay,Large Crate,899.01,1,899.01,2.23,Visa,A.U.|880-2167,896.78,No,No,28,No,Rose / Sparkling Wine
668326,25-12-11,7:46:12 PM,D250/AT,5758,Reisling,Large Crate,1730.04,1,1730.04,5.17,Visa,S.Y.|880-3139,1724.87,Yes,Yes,34,No,Rose / Sparkling Wine
668376,02-01-12,8:10:48 PM,L195/AE,7893,Reisling,Large Crate,570.13,1,570.13,3.09,Visa,S.V.|880-5987,567.04,No,No,37,No,Rose / Sparkling Wine
668384,02-01-12,9:32:35 AM,L195/AE,18147,Sauvignon Blanc,Standard Size Crate,80.79,1,80.79,3.09,Visa,C.X.|880-3590,77.7,No,No,27,No,Rose / Sparkling Wine
668384,02-01-12,9:32:35 AM,L195/AE,18419,Reisling,Large Crate,264.95,4,1059.8,12.36,Visa,C.X.|880-3590,1047.44,No,No,27,No,Rose / Sparkling Wine
668391,08-01-12,1:18:00 PM,L195/AE,18504,Pinot Gris,Large Crate,3356.02,1,3356.02,3.09,Mastercard,W.B.|880-9647,3352.93,No,No,29,No,Rose / Sparkling Wine
668431,13-01-12,12:46:08 PM,L195/AE,18788,Reisling,Large Crate,551.44,5,2757.2,15.45,Cash,D.S.|880-7532,2741.75,No,No,32,Yes,Rose / Sparkling Wine
668451,19-01-12,6:06:00 PM,D255/FE,18920,Pinot Gris,Large Crate,924.8,1,924.8,5.17,Visa,L.C.|880-6872,919.63,No,No,41,No,Rose / Sparkling Wine
668451,19-01-12,6:06:00 PM,D255/FE,19061,Sauvignon Blanc,Large Crate,290.78,1,290.78,5.17,Visa,L.C.|880-6872,285.61,No,No,41,No,Rose / Sparkling Wine
668489,21-01-12,3:27:00 PM,D254/FE,19148,Chardonnay,Extra Large Crate,11055.12,1,11055.12,5.17,Cash,D.U.|880-2953,11049.95,No,No,36,No,Rose / Sparkling Wine
668499,29-01-12,2:21:36 PM,D254/FE,19323,Sauvignon Blanc,Large Crate,3055.47,2,6110.94,10.34,Visa,Z.T.|880-7477,6100.6,Yes,No,33,No,Rose / Sparkling Wine
668499,29-01-12,2:21:36 PM,D250/AT,19324,Chardonnay,Large Crate,506.38,1,506.38,5.17,Visa,Z.T.|880-7477,501.21,Yes,No,33,No,Rose / Sparkling Wine
668546,12-02-12,9:36:54 AM,L217/SN,19411,Pinot Gris,Large Crate,1042.72,2,2085.44,32.44,Discover,V.W.|880-4523,2053,No,No,33,No,Rose / Sparkling Wine
668564,13-02-12,5:55:12 PM,D255/FE,19441,Sauvignon Blanc,Standard Size Crate,232.22,1,232.22,5.17,Discover,Y.P.|880-6894,227.05,No,No,35,No,Rose / Sparkling Wine
668585,14-02-12,6:39:36 PM,L256/PE,19672,Pinot Gris,Standard Size Crate,48.05,3,144.15,13.44,Gift Card,Y.P.|880-6894,130.71,No,No,39,Yes,Rose / Sparkling Wine
668585,14-02-12,6:39:36 PM,L256/PE,19697,Pinot Gris,Large Crate,383.44,2,766.88,8.96,Gift Card,Y.P.|880-6894,757.92,No,No,39,Yes,Rose / Sparkling Wine
668615,03-03-12,12:16:12 PM,D254/FE,19734,Chardonnay,Standard Size Crate,46.67,1,46.67,5.17,Mastercard,S.Y.|880-3139,41.5,No,No,35,No,Rose / Sparkling Wine
668615,03-03-12,12:16:12 PM,D255/FE,20045,Sauvignon Blanc,Extra Large Crate,233.58,1,233.58,5.17,Mastercard,S.Y.|880-3139,228.41,No,No,35,No,Rose / Sparkling Wine
668653,16-03-12,4:55:26 PM,L256/PE,20192,Chardonnay,Standard Size Crate,495.54,1,495.54,4.48,Mastercard,H.B.|880-3254,491.06,No,No,40,No,Rose / Sparkling Wine
668653,16-03-12,4:55:26 PM,D250/AT,20599,Sauvignon Blanc,Large Crate,195.76,2,391.52,10.34,Mastercard,H.B.|880-3254,381.18,No,No,40,No,Rose / Sparkling Wine
668653,16-03-12,4:55:26 PM,L256/PE,20854,Sauvignon Blanc,Large Crate,431.11,1,431.11,4.48,Mastercard,H.B.|880-3254,426.63,No,No,40,No,Rose / Sparkling Wine
668660,24-03-12,8:19:12 PM,D254/FE,21016,Chardonnay,Large Crate,276.24,2,552.48,10.34,Cash,C.X.|880-3590,542.14,No,No,61,No,Rose / Sparkling Wine
668681,03-04-12,2:31:34 PM,L252/LR,21018,Reisling,Large Crate,972.26,1,972.26,16.22,Visa,W.B.|880-9647,956.04,No,No,32,No,Rose / Sparkling Wine
668691,10-04-12,8:49:48 PM,D250/AT,21060,Chardonnay,Small Crate,6855.33,1,6855.33,5.17,Visa,S.Y.|880-3139,6850.16,Yes,No,59,Yes,Rose / Sparkling Wine
668692,12-04-12,8:51:00 PM,L256/PE,21066,Sauvignon Blanc,Large Crate,1860.26,1,1860.26,4.48,Check,A.U.|880-2167,1855.78,No,No,37,Yes,Rose / Sparkling Wine
668692,12-04-12,8:51:00 PM,D250/AT,21148,Cremant,Extra Large Crate,2230.31,1,2230.31,5.17,Check,A.U.|880-2167,2225.14,No,No,37,Yes,White Wine
668708,21-04-12,8:20:24 PM,D255/FE,21297,Sangiovese Rose,Large Crate,180,1,180,5.17,Visa,D.U.|880-2953,174.83,No,No,70,No,White Wine
668714,22-04-12,11:37:48 AM,D255/FE,21422,Champagne,Small Crate,3086.9,4,12347.6,20.68,Cash,N.W.|880-6237,12326.92,No,No,23,No,White Wine
668743,23-04-12,10:40:30 AM,D254/FE,21424,Sangiovese Rose,Large Crate,28.32,1,28.32,5.17,Cash,Y.P.|880-6894,23.15,No,No,35,No,White Wine
668752,23-04-12,5:21:36 PM,D250/AT,21456,Cremant,Large Crate,395.61,4,1582.44,20.68,Discover,D.Z.|880-1179,1561.76,No,No,41,No,White Wine
668752,23-04-12,5:21:36 PM,D250/AT,21762,Sangiovese Rose,Large Crate,194.87,1,194.87,5.17,Discover,D.Z.|880-1179,189.7,No,No,41,No,White Wine
668801,13-05-12,3:10:48 PM,L256/PE,21817,Sangiovese Rose,Small Crate,369.34,1,369.34,4.48,Visa,D.U.|880-2953,364.86,No,No,27,No,White Wine
668804,19-05-12,12:32:31 PM,D250/AT,21824,Cremant,Large Crate,261.08,4,1044.32,20.68,Visa,S.Y.|880-3139,1023.64,No,No,29,No,White Wine
668804,19-05-12,12:32:31 PM,L195/AE,22084,Sangiovese Rose,Small Crate,608.81,3,1826.43,9.27,Visa,S.Y.|880-3139,1817.16,No,No,29,No,White Wine
668829,24-05-12,1:25:12 PM,D254/FE,22157,Cremant,Standard Size Crate,119.29,1,119.29,5.17,Visa,B.X.|880-9149,114.12,No,No,34,No,White Wine
668848,08-06-12,9:46:30 AM,D255/FE,22208,Grenache Rose,Mini Crate,587.74,2,1175.48,10.34,Visa,A.U.|880-2167,1165.14,No,No,42,No,White Wine
668883,09-06-12,11:39:43 AM,L194/FY,22287,Grenache Rose,Standard Size Crate,13.41,2,26.82,16.74,Gift Card,V.W.|880-8599,10.08,No,No,38,No,White Wine
668903,09-06-12,8:28:48 AM,D250/AT,22480,Cremant,Extra Large Crate,1635.38,1,1635.38,5.17,Visa,L.W.|880-4986,1630.21,No,Yes,21,No,White Wine
668943,11-06-12,10:28:12 AM,D250/AT,22498,Sangiovese Rose,Full Container,115.37,1,115.37,5.17,Visa,N.C.|880-3850,110.2,No,No,35,No,White Wine
668982,12-06-12,3:45:00 PM,L252/LR,22559,Sangiovese Rose,Full Container,319.3,1,319.3,16.22,Visa,A.U.|880-2167,303.08,No,No,47,Yes,White Wine
668997,23-06-12,3:00:36 PM,D254/FE,22677,Sangiovese Rose,Extra Large Crate,169.46,4,677.84,20.68,Visa,S.V.|880-5987,657.16,No,No,33,No,White Wine
669021,23-06-12,5:43:12 PM,D255/FE,22908,Champagne,Mini Crate,1714.8,3,5144.4,15.51,Mastercard,B.X.|880-9149,5128.89,Yes,No,35,No,White Wine
669042,25-06-12,1:12:07 PM,L256/PE,22955,Cremant,Standard Size Crate,257.71,1,257.71,4.48,Mastercard,D.U.|880-2953,253.23,No,No,59,No,White Wine
669080,02-07-12,4:00:00 PM,D199/SR,23124,Champagne,Extra Large Crate,3918.98,1,3918.98,5.17,Visa,N.C.|880-3850,3913.81,No,No,37,Yes,White Wine
669090,02-07-12,4:20:24 PM,D254/FE,23219,Sangiovese Rose,Small Crate,614.99,1,614.99,5.17,Cash,P.N.|880-3021,609.82,No,Yes,31,No,White Wine
669121,05-08-12,3:28:26 PM,L256/PE,23258,Grenache Rose,Extra Large Crate,468.39,4,1873.56,17.92,Check,W.C.|880-4861,1855.64,No,No,50,No,White Wine
669126,14-08-12,3:18:00 PM,D255/FE,23459,Grenache Rose,Full Container,71.26,2,142.52,10.34,Mastercard,S.Y.|880-3139,132.18,No,No,42,No,White Wine
669126,14-08-12,3:18:00 PM,D254/FE,23526,Sangiovese Rose,Extra Large Crate,1011.56,1,1011.56,5.17,Mastercard,S.Y.|880-3139,1006.39,No,No,42,No,White Wine
